id,user_id,product_id,gross_amount,discounts,transaction_date
TRX821217,SC8201032020001,1,46600.0,,2024-10-13
TRX821218,SC8201032020001,1,16400.0,,2024-04-12
TRX821219,SC8201032020001,1,23900.0,3400.0000000000005,2024-10-14
TRX821220,SC8201032020001,1,33100.000000000015,16600.0,2024-10-17
TRX821221,SC8201032020001,2,7800.0,,2024-05-22
TRX821222,SC8201032020001,2,5699.999999999999,,2024-11-09
TRX821223,SC8201032020001,2,6500.0,,2024-12-31
TRX821224,SC8201032020001,3,1053900.0,,2024-08-30
TRX821225,SC8201032020001,3,246100.0,50000.0,2024-07-26
TRX821226,SC8201032020001,4,10000.0,,2024-07-06
TRX821227,SC8201032020001,4,18400.0,,2024-11-23
TRX821228,SC8201032020001,4,9900.0,,2024-06-09
TRX821229,SC8201032020001,4,11700.0,,2024-11-03
TRX821230,SC8201032020001,5,14800.0,,2024-05-11
TRX821231,SC8201032020001,5,7300.0,,2024-02-29
TRX821232,SC8201032020001,5,11299.999999999998,5200.0,2024-08-26
TRX821233,SC8201032020001,5,16600.0,4800.0,2024-06-22
TRX821234,SC8201032020001,7,8700.0,,2024-12-10
TRX821235,SC8201032020001,7,1300.0,,2024-04-06
TRX821236,SC8201032020001,12,2800.0000000000005,,2024-11-11
TRX821237,SC8201032020001,12,40700.0,,2024-01-26
TRX821238,SC8201032020001,12,27700.0,,2024-11-23
TRX821239,SC8201032020001,12,8799.999999999982,,2024-11-17
TRX821240,SC8201032020001,14,31100.0,,2024-01-21
TRX821241,SC8201032020001,14,26200.0,,2024-06-04
TRX821242,SC8201032020001,14,42699.99999999999,20000.0,2024-08-09
TRX821243,SC8201032020001,15,4100.0,,2024-01-24
TRX821244,SC8201032020001,15,4800.0,,2024-06-05
TRX821245,SC8201032020001,15,1100.000000000001,,2024-10-11
TRX821246,SC8201032020001,16,9700.0,,2024-03-19
TRX821247,SC8201032020001,16,27200.000000000004,,2024-05-18
TRX821248,SC8201032020001,16,11399.999999999998,,2024-02-06
TRX821249,SC8201032020001,16,51700.0,,2024-01-17
TRX821250,SC8201072008001,1,4400.0,,2024-08-31
TRX821251,SC8201072008001,1,11600.0,,2024-12-26
TRX821252,SC8201072008001,1,4000.0,4000.0,2024-05-31
TRX821253,SC8201072008001,3,270500.0,,2024-09-05
TRX821254,SC8201072008001,3,879500.0,70000.0,2024-02-05
TRX821255,SC8201072008001,4,,,2024-09-05
TRX821256,SC8201072008001,4,8500.0,,2024-07-06
TRX821257,SC8201072008001,4,4800.0,,2024-11-13
TRX821258,SC8201072008001,4,6700.0,,2024-09-12
TRX821259,SC8201072008001,10,1700.0000000000002,,2024-02-20
TRX821260,SC8201072008001,10,11399.999999999998,,2024-11-27
TRX821261,SC8201072008001,10,6900.000000000002,,2024-10-03
TRX821262,SC8201072008001,12,4800.0,,2024-05-22
TRX821263,SC8201072008001,12,5300.0,,2024-09-19
TRX821264,SC8201072008001,12,3100.0,,2024-09-11
TRX821265,SC8201072008001,12,6800.000000000001,,2024-01-27
TRX821266,SC8201072008001,14,334400.0,,2024-03-06
TRX821267,SC8201072008001,14,302300.0,,2024-02-07
TRX821268,SC8201072008001,14,93300.0,10000.0,2024-10-18
TRX821269,SC8201072008001,16,4300.0,,2024-10-16
TRX821270,SC8201072008001,16,5900.0,,2024-11-10
TRX821271,SC8201072008001,16,4000.0,4000.0,2024-06-20
TRX821272,SC8201072008001,16,5800.0,5800.0,2024-04-07
TRX821273,SC8201072008002,1,4500.0,,2024-08-03
TRX821274,SC8201072008002,1,6300.0,,2024-09-10
TRX821275,SC8201072008002,1,5400.0,,2024-08-22
TRX821276,SC8201072008002,1,3799.9999999999977,,2024-08-30
TRX821277,SC8201072008002,2,5500.0,,2024-03-11
TRX821278,SC8201072008002,2,4500.0,,2024-02-29
TRX821279,SC8201072008002,3,967400.0,,2024-05-13
TRX821280,SC8201072008002,3,72600.0,72600.0,2024-01-28
TRX821281,SC8201072008002,5,8000.0,,2024-05-25
TRX821282,SC8201072008002,5,3500.0,,2024-04-28
TRX821283,SC8201072008002,5,1500.0,1500.0,2024-11-16
TRX821284,SC8201072008002,5,7000.000000000002,7000.000000000002,2024-09-27
TRX821285,SC8201072008002,7,3600.0,,2024-07-13
