user_id,product_id,transactions,discounts,transaction_date
2101142004002,1,7.13,0.0,2024-05-11
2101142004002,1,8.39,0.0,2024-08-30
2101142004002,1,7.48,7.0,2024-12-02
2101142004002,2,20.57,0.0,2024-02-06
2101142004002,2,23.43,10.0,2024-09-15
2101142004002,3,2.13,0.0,2024-07-31
2101142004002,3,3.93,0.0,2024-11-12
2101142004002,3,4.94,4.94,2024-03-21
2101142004002,4,22.25,0.0,2024-11-14
2101142004002,4,16.12,0.0,2024-07-28
2101142004002,4,10.92,10.92,2024-01-19
2101142004002,4,13.709999999999994,11.08,2024-11-26
2101142004002,5,0.08,0.0,2024-08-11
2101142004002,5,10.92,3.0,2024-02-20
2101142004002,8,0.17,0.0,2024-06-26
2101142004002,8,0.83,0.0,2024-03-28
2101142004002,9,0.15,0.0,2024-09-04
2101142004002,9,0.15,0.0,2024-03-19
2101142004002,9,0.41,0.0,2024-03-30
2101142004002,9,0.29,0.0,2024-06-05
2101142004002,10,0.16,0.0,2024-04-16
2101142004002,10,0.31,0.0,2024-03-02
2101142004002,10,0.53,0.0,2024-09-17
2101142004002,11,0.34,0.0,2024-01-16
2101142004002,11,0.37,0.0,2024-02-19
2101142004002,11,0.14,0.0,2024-10-13
2101142004002,11,0.15000000000000002,0.0,2024-10-19
2101142004002,12,2.16,0.0,2024-12-22
2101142004002,12,2.84,2.84,2024-03-06
2101142004002,13,0.87,0.0,2024-09-09
2101142004002,13,0.03,0.0,2024-05-26
2101142004002,13,0.1,0.0,2024-12-21
2101142004002,14,8.21,0.0,2024-02-27
2101142004002,14,5.54,0.0,2024-01-15
2101142004002,14,5.1,1.8499999999999999,2024-05-01
2101142004002,14,6.15,6.15,2024-04-20
2101142004002,15,1.15,0.0,2024-05-01
2101142004002,15,0.46,0.0,2024-07-02
2101142004002,15,1.06,1.06,2024-08-30
2101142004002,15,0.33,0.33,2024-08-31
2101142004002,17,0.35,0.0,2024-04-15
2101142004002,17,0.22,0.0,2024-06-08
2101142004002,17,0.89,0.52,2024-02-13
2101142004002,17,0.54,0.48,2024-03-24
2101142001002,1,4.47,0.0,2024-05-22
2101142001002,1,11.53,4.0,2024-07-18
2101142001002,2,8.33,0.0,2024-09-12
2101142001002,2,13.42,0.0,2024-05-14
2101142001002,2,11.25,9.0,2024-11-07
2101142001002,3,2.56,0.0,2024-09-12
2101142001002,3,6.06,0.0,2024-05-13
2101142001002,3,3.18,1.8000000000000003,2024-10-01
2101142001002,3,3.2,3.2,2024-03-24
2101142001002,4,25.57,0.0,2024-12-06
2101142001002,4,50.43,25.0,2024-09-03
2101142001002,5,5.07,0.0,2024-07-15
2101142001002,5,4.04,0.0,2024-03-25
2101142001002,5,1.89,1.0,2024-11-24
2101142001002,8,1.57,0.0,2024-04-16
2101142001002,8,1.43,0.0,2024-11-12
2101142001002,10,0.54,0.0,2024-04-02
2101142001002,10,0.01,0.0,2024-07-10
2101142001002,10,0.6,0.0,2024-01-26
2101142001002,10,0.8500000000000002,0.0,2024-01-16
2101142001002,12,2.76,0.0,2024-05-20
2101142001002,12,0.24,0.0,2024-05-26
2101142001002,14,11.18,0.0,2024-04-17
2101142001002,14,6.78,0.0,2024-10-15
2101142001002,14,5.039999999999998,5.039999999999998,2024-01-11
2101142001002,17,0.13,0.0,2024-05-14
2101142001002,17,0.87,0.0,2024-07-13
2101142001003,1,2.45,0.0,2024-03-07
2101142001003,1,2.55,1.0,2024-07-14
2101142001003,2,3.96,0.0,2024-07-08
2101142001003,2,6.68,0.0,2024-08-15
2101142001003,2,4.48,1.36,2024-01-28
2101142001003,2,4.88,1.64,2024-11-09
2101142001003,3,8.13,0.0,2024-07-21
2101142001003,3,5.87,4.0,2024-10-04
2101142001003,4,27.33,0.0,2024-03-23
2101142001003,4,12.89,0.0,2024-07-17
2101142001003,4,2.3,2.3,2024-06-23
2101142001003,4,26.480000000000004,20.700000000000003,2024-11-01
2101142001003,5,3.53,0.0,2024-08-28
2101142001003,5,16.47,3.0,2024-11-28
2101142001003,6,0.16,0.0,2024-08-27
2101142001003,6,0.42,0.0,2024-11-14
2101142001003,6,0.42,0.0,2024-11-24
2101142001003,7,1.71,0.0,2024-07-09
2101142001003,7,1.65,0.0,2024-05-10
2101142001003,7,0.64,0.64,2024-12-28
2101142001003,8,1.19,0.0,2024-04-01
2101142001003,8,0.62,0.0,2024-05-02
2101142001003,8,0.24,0.0,2024-06-20
2101142001003,8,0.95,0.0,2024-06-25
2101142001003,10,0.83,0.0,2024-07-25
2101142001003,10,2.17,0.0,2024-06-23
2101142001003,11,0.86,0.0,2024-05-31
2101142001003,11,0.05,0.0,2024-02-21
2101142001003,11,0.92,0.8300000000000003,2024-02-09
2101142001003,11,0.16999999999999976,0.16999999999999976,2024-08-21
2101142001003,12,0.05,0.0,2024-08-16
2101142001003,12,0.45,0.0,2024-02-26
2101142001003,12,0.32,0.0,2024-03-23
2101142001003,12,0.18,0.0,2024-02-10
2101142001003,14,13.54,0.0,2024-05-04
2101142001003,14,13.46,7.0,2024-09-03
2101142001003,15,0.28,0.0,2024-10-21
2101142001003,15,0.29,0.0,2024-03-15
2101142001003,15,0.07,0.0,2024-06-09
2101142001003,15,0.36,0.0,2024-04-26
2101142001004,1,0.64,0.0,2024-09-11
2101142001004,1,2.2,0.0,2024-06-24
2101142001004,1,3.34,0.25,2024-10-22
2101142001004,1,2.82,0.75,2024-12-07
2101142001004,2,6.1,0.0,2024-08-15
2101142001004,2,6.95,0.0,2024-04-23
2101142001004,2,4.95,4.95,2024-12-31
2101142001004,3,7.5,0.0,2024-08-04
2101142001004,3,4.56,0.0,2024-01-18
2101142001004,3,3.24,2.42,2024-08-02
2101142001004,3,1.700000000000002,0.58,2024-09-21
2101142001004,4,82.55,0.0,2024-10-22
2101142001004,4,2.45,2.45,2024-04-07
2101142001004,5,10.36,0.0,2024-10-09
2101142001004,5,18.64,2.0,2024-04-16
2101142001004,6,0.34,0.0,2024-01-27
2101142001004,6,0.27,0.0,2024-04-24
2101142001004,6,0.67,0.0,2024-09-10
2101142001004,6,0.7199999999999998,0.0,2024-02-29
2101142001004,7,0.38,0.0,2024-12-12
2101142001004,7,1.43,0.0,2024-12-15
2101142001004,7,0.19,0.0,2024-04-24
2101142001004,8,0.49,0.0,2024-10-21
2101142001004,8,4.51,1.0,2024-12-25
2101142001004,12,1.59,0.0,2024-05-23
2101142001004,12,1.41,0.0,2024-09-28
2101142001004,14,11.03,0.0,2024-06-20
2101142001004,14,2.97,1.0,2024-04-07
2101142001004,15,0.85,0.0,2024-01-20
2101142001004,15,0.15,0.0,2024-05-12
2101142001005,1,1.1,0.0,2024-04-04
2101142001005,1,1.61,0.0,2024-08-14
2101142001005,1,0.29,0.29,2024-08-16
2101142001005,1,1.0,1.0,2024-03-15
2101142001005,2,11.09,0.0,2024-11-12
2101142001005,2,8.6,0.0,2024-03-05
2101142001005,2,7.310000000000001,7.310000000000001,2024-08-20
2101142001005,3,6.07,0.0,2024-11-07
2101142001005,3,6.93,2.0,2024-01-25
2101142001005,4,42.78,0.0,2024-10-28
2101142001005,4,44.06,0.0,2024-10-23
2101142001005,4,9.09,7.63,2024-12-22
2101142001005,4,37.06999999999999,21.37,2024-03-27
2101142001005,5,6.64,0.0,2024-05-17
2101142001005,5,6.36,1.0,2024-01-27
2101142001005,8,2.49,0.0,2024-09-16
2101142001005,8,0.51,0.51,2024-09-10
2101142001005,14,7.69,0.0,2024-06-01
2101142001005,14,12.3,0.0,2024-05-23
2101142001005,14,4.01,4.01,2024-08-23
2101142001005,17,0.62,0.0,2024-12-22
2101142001005,17,0.74,0.0,2024-11-03
2101142001005,17,0.64,0.64,2024-11-23
2101142001006,2,2.2,0.0,2024-06-19
2101142001006,2,4.58,0.0,2024-06-19
2101142001006,2,0.22,0.22,2024-08-06
2101142001006,3,5.35,0.0,2024-05-27
2101142001006,3,1.65,1.65,2024-05-19
2101142001006,4,30.31,0.0,2024-11-22
2101142001006,4,19.3,0.0,2024-04-04
2101142001006,4,24.87,2.22,2024-04-03
2101142001006,4,23.52,9.78,2024-09-18
2101142001006,5,1.32,0.0,2024-09-22
2101142001006,5,1.68,0.0,2024-07-16
2101142001006,7,0.7,0.0,2024-03-24
2101142001006,7,0.25,0.0,2024-12-28
2101142001006,7,0.63,0.0,2024-07-02
2101142001006,7,0.42,0.0,2024-08-01
2101142001006,8,1.09,0.0,2024-05-10
2101142001006,8,0.98,0.0,2024-05-08
2101142001006,8,0.9299999999999996,0.9299999999999996,2024-08-07
2101142001006,14,7.2,0.0,2024-02-26
2101142001006,14,6.48,0.0,2024-06-04
2101142001006,14,5.320000000000002,3.0,2024-03-29
2101142001006,15,0.77,0.0,2024-06-04
2101142001006,15,0.07,0.0,2024-10-28
2101142001006,15,0.81,0.65,2024-05-08
2101142001006,15,0.35,0.35,2024-10-03
2101142001006,18,0.03,0.0,2024-02-07
2101142001006,18,0.97,0.0,2024-05-25
2101142001007,1,34.35,0.0,2024-09-06
2101142001007,1,25.65,1.0,2024-08-15
2101142001007,2,13.38,0.0,2024-08-11
2101142001007,2,20.99,0.0,2024-05-11
2101142001007,2,25.63,7.0,2024-04-14
2101142001007,3,6.08,0.0,2024-12-07
2101142001007,3,2.92,2.92,2024-01-18
2101142001007,4,7.73,0.0,2024-08-07
2101142001007,4,1.04,0.0,2024-05-30
2101142001007,4,9.08,5.85,2024-09-15
2101142001007,4,0.15,0.15,2024-03-13
2101142001007,5,8.07,0.0,2024-11-17
2101142001007,5,23.93,2.0,2024-02-02
2101142001007,7,1.61,0.0,2024-10-01
2101142001007,7,0.39,0.39,2024-01-02
2101142001007,8,0.71,0.0,2024-12-10
2101142001007,8,5.29,5.0,2024-02-22
2101142001007,12,0.36,0.0,2024-05-10
2101142001007,12,0.23,0.0,2024-12-10
2101142001007,12,0.12,0.0,2024-01-17
2101142001007,12,0.29,0.0,2024-05-07
2101142001007,13,0.56,0.0,2024-10-21
2101142001007,13,0.44,0.0,2024-07-04
2101142001007,14,7.4,0.0,2024-09-10
2101142001007,14,1.23,0.0,2024-03-11
2101142001007,14,9.37,5.0,2024-12-20
2101142001007,15,0.17,0.0,2024-07-05
2101142001007,15,0.39,0.0,2024-03-29
2101142001007,15,0.14,0.0,2024-03-19
2101142001007,15,0.3,0.0,2024-04-05
2101142001007,16,0.42,0.0,2024-07-14
2101142001007,16,0.7,0.0,2024-05-03
2101142001007,16,0.8800000000000002,0.0,2024-01-03
2101142001007,17,0.45,0.0,2024-04-07
2101142001007,17,0.01,0.0,2024-06-08
2101142001007,17,0.54,0.0,2024-05-09
2101142002001,1,3.08,0.0,2024-02-01
2101142002001,1,0.23,0.0,2024-06-22
2101142002001,1,3.6900000000000004,1.0,2024-04-14
2101142002001,2,25.56,0.0,2024-04-15
2101142002001,2,16.22,0.0,2024-12-31
2101142002001,2,5.25,5.25,2024-04-04
2101142002001,2,1.97,1.7500000000000004,2024-06-06
2101142002001,3,5.99,0.0,2024-08-29
2101142002001,3,0.91,0.0,2024-01-06
2101142002001,3,3.1,3.1,2024-01-03
2101142002001,4,16.38,0.0,2024-05-08
2101142002001,4,10.52,0.0,2024-09-23
2101142002001,4,18.63,8.1,2024-08-09
2101142002001,4,20.47,4.9,2024-01-13
2101142002001,5,0.29,0.0,2024-10-18
2101142002001,5,3.81,0.0,2024-05-24
2101142002001,5,0.53,0.0,2024-07-03
2101142002001,5,2.37,0.0,2024-12-16
2101142002001,8,0.56,0.0,2024-03-07
2101142002001,8,0.44,0.0,2024-09-26
2101142002001,12,1.09,0.0,2024-02-25
2101142002001,12,1.14,0.0,2024-02-08
2101142002001,12,0.53,0.53,2024-12-21
2101142002001,12,1.2400000000000002,0.47,2024-12-26
2101142002001,14,5.48,0.0,2024-03-11
2101142002001,14,0.31,0.0,2024-07-29
2101142002001,14,3.21,0.0,2024-07-01
2101142002001,16,2.38,0.0,2024-06-01
2101142002001,16,2.62,0.0,2024-07-17
2101142003003,1,2.06,0.0,2024-12-31
2101142003003,1,12.58,0.0,2024-12-20
2101142003003,1,5.36,2.0,2024-03-03
2101142003003,2,12.64,0.0,2024-10-24
2101142003003,2,2.3,0.0,2024-01-19
2101142003003,2,12.16,0.36,2024-05-13
2101142003003,2,7.9,2.64,2024-09-08
2101142003003,3,1.85,0.0,2024-03-24
2101142003003,3,2.17,0.0,2024-05-05
2101142003003,3,0.33,0.12,2024-05-16
2101142003003,3,6.65,0.88,2024-07-25
2101142003003,4,1.29,0.0,2024-01-12
2101142003003,4,0.55,0.0,2024-05-19
2101142003003,4,0.66,0.0,2024-07-09
2101142003003,4,0.5,0.0,2024-11-16
2101142003003,5,10.51,0.0,2024-05-10
2101142003003,5,8.49,1.0,2024-05-02
2101142003003,8,15.1,0.0,2024-05-19
2101142003003,8,2.31,0.0,2024-02-24
2101142003003,8,5.59,0.0,2024-07-27
2101142003003,12,1.96,0.0,2024-02-27
2101142003003,12,2.02,0.0,2024-06-26
2101142003003,12,2.02,0.0,2024-08-29
2101142003003,13,0.1,0.0,2024-10-21
2101142003003,13,0.38,0.0,2024-04-29
2101142003003,13,0.52,0.0,2024-07-25
2101142003003,14,10.21,0.0,2024-10-08
2101142003003,14,16.79,5.0,2024-08-13
2101142003003,16,1.69,0.0,2024-09-24
2101142003003,16,0.03,0.0,2024-08-02
2101142003003,16,1.2800000000000002,1.2800000000000002,2024-02-05
2101142003003,17,1.94,0.0,2024-04-07
2101142003003,17,1.88,0.0,2024-06-09
2101142003003,17,0.6,0.6,2024-07-14
2101142003003,17,0.58,0.4,2024-09-08
2101142003003,18,1.11,0.0,2024-01-21
2101142003003,18,0.77,0.0,2024-11-22
2101142003003,18,0.12,0.12,2024-07-14
2101142003004,1,3.12,0.0,2024-12-20
2101142003004,1,3.41,0.0,2024-08-17
2101142003004,1,2.47,1.0,2024-12-28
2101142003004,2,13.76,0.0,2024-02-27
2101142003004,2,36.24,8.0,2024-11-05
2101142003004,3,0.92,0.0,2024-02-15
2101142003004,3,2.08,0.0,2024-12-14
2101142003004,4,1.72,0.0,2024-02-01
2101142003004,4,2.76,0.0,2024-05-19
2101142003004,4,4.52,4.0,2024-08-17
2101142003004,5,4.15,0.0,2024-01-15
2101142003004,5,4.21,0.0,2024-04-04
2101142003004,5,4.64,1.0,2024-07-23
2101142003004,8,0.72,0.0,2024-05-26
2101142003004,8,3.49,0.0,2024-04-02
2101142003004,8,5.79,2.0,2024-04-21
2101142003004,9,0.46,0.0,2024-03-26
2101142003004,9,0.54,0.0,2024-07-10
2101142003004,12,0.38,0.0,2024-10-27
2101142003004,12,0.48,0.0,2024-10-14
2101142003004,12,1.14,0.0,2024-07-30
2101142003004,12,2.1337098754514727e-16,0.0,2024-07-12
2101142003004,14,2.54,0.0,2024-01-17
2101142003004,14,5.01,0.0,2024-12-09
2101142003004,14,5.95,0.59,2024-05-14
2101142003004,14,6.5,0.41,2024-03-25
2101142003004,15,0.55,0.0,2024-11-30
2101142003004,15,0.56,0.0,2024-01-10
2101142003004,15,0.38,0.0,2024-01-18
2101142003004,15,0.5099999999999998,0.0,2024-06-12
2101142003005,1,3.07,0.0,2024-04-22
2101142003005,1,0.93,0.93,2024-07-26
